Indicator Name,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Learning poverty: Share of Female Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,81.5775375366211,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,68.2209777832031,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,80.886360168457,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,66.8575820922851,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Lending interest rate (%),-1.0,-1.0,18.6375,16.5641666666667,19.5116666666667,20.8816666666667,18.9575,16.8641666666667,14.9783333333333,13.8108333333333,13.0333333333333,12.7625,12.8366666666667,13.3916666666667,13.8491666666667,13.3416666666667,13.43,13.4866666666667,13.5975,13.7733333333333,13.2275,13.1016666666667,13.0541666666667,12.9233333333333,12.7408333333333,12.5258333333333,12.1875
Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.1931207791,4.5029160395,4.8127112998,5.1225065601,5.4323018204,5.7420970807,5.7420970807,5.7420970807,5.7420970807,5.7420970807,5.7420970807,5.7420970807,5.7420970807,5.7420970807,5.7420970807,5.7420970807,5.7420970807,5.7420970807,5.7420970807,5.7420970807,-1.0
"Life expectancy at birth, female (years)",67.785,68.468,69.172,69.736,70.529,71.105,71.602,72.042,72.447,72.809,72.701,73.423,73.682,73.899,74.127,74.29,74.525,74.731,74.927,75.1,75.178,75.392,75.52,75.571,75.812,75.545,72.651
"Life expectancy at birth, male (years)",60.861,61.502,62.135,62.713,63.421,63.983,64.467,64.887,65.286,65.645,65.737,66.307,66.618,66.907,67.245,67.55,67.907,68.265,68.591,68.882,69.075,69.359,69.613,69.896,70.439,68.258,66.005
"Life expectancy at birth, total (years)",64.195,64.863,65.536,66.114,66.869,67.446,67.946,68.386,68.797,69.165,69.168,69.812,70.1,70.356,70.641,70.878,71.177,71.463,71.728,71.964,72.103,72.355,72.551,72.726,73.129,71.797,69.237
Lifetime risk of maternal death (%),-1.0,-1.0,-1.0,-1.0,-1.0,0.772693936768471,0.667096778213667,0.678416408528993,0.689835275456438,0.619180513089412,0.65920764850163,0.551776893906335,0.55590386434986,0.558956724550859,0.471651408011713,0.463787142872734,0.451496128705273,0.44461518761535,0.372054228764966,0.367464858517779,0.366317462935208,0.353599422463656,0.292893033643706,0.303805138772187,0.309781896682644,0.262464549526909,-1.0
Lifetime risk of maternal death (1 in: rate varies by country),-1.0,-1.0,-1.0,-1.0,-1.0,130.0,150.0,150.0,150.0,160.0,150.0,180.0,180.0,180.0,210.0,220.0,220.0,230.0,270.0,270.0,270.0,280.0,340.0,330.0,320.0,380.0,-1.0
Liner shipping connectivity index (maximum value in 2004 = 100),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.5786409794,18.7915229252,16.9784150105,20.1180610471,17.3553335211,15.2074433832,15.0763014303,20.1076328561,21.576685466,21.6111383491,22.7131218813,23.3020182947,25.7703155321,24.9866914881,31.2345871064,37.1603625085
"Listed domestic companies, total",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
"Literacy rate, adult female (% of females ages 15 and above)",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,63.341381072998,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,72.4280395507812,72.1275863647461,76.3706588745117,-1.0,-1.0,-1.0,76.7233810424805,-1.0,-1.0,-1.0
"Literacy rate, adult male (% of males ages 15 and above)",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,75.4155807495117,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,84.8487319946289,82.7206802368164,86.7561569213867,-1.0,-1.0,-1.0,85.341178894043,-1.0,-1.0,-1.0
"Literacy rate, adult total (% of people ages 15 and above)",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,69.1017303466797,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,78.2648620605469,77.0386734008789,81.2858963012695,-1.0,-1.0,-1.0,80.810676574707,-1.0,-1.0,-1.0
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",-1.0,-1.0,-1.0,-1.0,-1.0,0.869799971580505,-1.0,0.907519996166229,-1.0,-1.0,-1.0,0.927900016307831,-1.0,-1.0,-1.0,-1.0,-1.0,0.963090002536774,0.953159987926483,0.967899978160858,0.951795756816864,-1.0,-1.0,0.984130024909973,-1.0,-1.0,-1.0
"Literacy rate, youth female (% of females ages 15-24)",-1.0,-1.0,-1.0,-1.0,-1.0,76.2799987792969,-1.0,78.3906784057617,-1.0,-1.0,-1.0,84.7900009155273,-1.0,-1.0,-1.0,-1.0,-1.0,91.9423675537109,89.7703704833984,91.8600006103516,89.8400039672852,-1.0,-1.0,93.865119934082,-1.0,-1.0,-1.0
"Literacy rate, youth male (% of males ages 15-24)",-1.0,-1.0,-1.0,-1.0,-1.0,87.6999969482422,-1.0,86.378776550293,-1.0,-1.0,-1.0,91.379997253418,-1.0,-1.0,-1.0,-1.0,-1.0,95.4664077758789,94.1822814941406,94.9100036621094,94.3899993896484,-1.0,-1.0,95.3783416748047,-1.0,-1.0,-1.0
"Literacy rate, youth total (% of people ages 15-24)",-1.0,-1.0,-1.0,-1.0,-1.0,81.7200012207031,-1.0,82.2202606201172,-1.0,-1.0,-1.0,87.8399963378906,-1.0,-1.0,-1.0,-1.0,-1.0,93.6534729003906,91.851921081543,93.3499984741211,92.0400009155273,-1.0,-1.0,94.6041488647461,-1.0,-1.0,-1.0
Livestock production index (2014-2016 = 100),36.55,37.91,40.61,40.05,39.9,40.32,45.66,51.44,51.08,51.68,52.48,55.75,58.41,59.32,65.17,67.12,70.65,76.05,78.94,97.09,99.75,103.16,105.96,108.82,107.52,120.6,114.05
Logistics performance index: Ability to track and trace consignments (1=low to 5=high),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.43,-1.0,-1.0,2.71,-1.0,2.8,-1.0,2.683148,-1.0,2.456876,-1.0,2.42,-1.0,-1.0,-1.0
Logistics performance index: Competence and quality of logistics services (1=low to 5=high),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.5,-1.0,-1.0,2.74,-1.0,2.78,-1.0,2.683148,-1.0,2.297157,-1.0,2.25,-1.0,-1.0,-1.0
Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.62,-1.0,-1.0,2.16,-1.0,2.82,-1.0,2.869048,-1.0,2.412468,-1.0,2.33,-1.0,-1.0,-1.0
Logistics performance index: Efficiency of customs clearance process (1=low to 5=high),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.27,-1.0,-1.0,2.33,-1.0,2.62,-1.0,2.75,-1.0,2.471827,-1.0,2.16,-1.0,-1.0,-1.0
Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.23,-1.0,-1.0,3.52,-1.0,3.19,-1.0,3.239358,-1.0,2.984158,-1.0,3.11,-1.0,-1.0,-1.0
Logistics performance index: Overall (1=low to 5=high),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.53,-1.0,-1.0,2.63,-1.0,2.8,-1.0,2.797453,-1.0,2.476327,-1.0,2.41,-1.0,-1.0,-1.0
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.13,-1.0,-1.0,2.37,-1.0,2.59,-1.0,2.535714,-1.0,2.20135,-1.0,2.2,-1.0,-1.0,-1.0
Losses due to theft and vandalism (% of annual sales for affected firms),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.2,-1.0,-1.0,-1.0,4.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,-1.0,-1.0,-1.0,-1.0
Low-birthweight babies (% of births),-1.0,-1.0,-1.0,-1.0,-1.0,13.91703658,13.96190245,14.00720491,14.05325432,14.09746642,14.13667568,14.17263134,14.20956648,14.24937371,14.30019539,14.34808698,14.39479493,14.42601814,14.44922222,14.46404354,14.47300238,14.48234022,14.48411592,14.4862726,14.4882396,14.49437989,-1.0
"Lower secondary completion rate, female (% of relevant age group)",-1.0,-1.0,-1.0,-1.0,24.6794490814209,28.7925300598145,31.5572109222412,34.3798294067383,-1.0,36.8655014038086,38.8045883178711,42.6679611206055,45.4854888916016,47.8900413513184,50.7960205078125,53.8529281616211,56.8536987304688,56.8911209106445,55.0447692871094,56.4939918518066,61.3191986083984,61.9258804321289,56.4404296875,56.3888397216797,56.9250793457031,56.615291595459,55.1185493469238
"Lower secondary completion rate, male (% of relevant age group)",-1.0,-1.0,-1.0,-1.0,29.65452003479,31.1108093261719,34.3342895507812,37.8498687744141,-1.0,40.3134498596191,41.8671913146973,46.5367584228516,48.3947715759277,50.5850105285645,53.7660293579102,57.3689002990723,61.2397384643555,60.7537612915039,58.8365592956543,60.9199295043945,64.5331802368164,65.7858505249023,59.5963516235352,59.7700805664062,59.6178207397461,58.9863891601562,56.8662910461426
"Lower secondary completion rate, total (% of relevant age group)",-1.0,-1.0,-1.0,-1.0,27.2006206512451,29.9685592651367,32.968189239502,36.1429481506348,-1.0,38.6136093139648,40.356559753418,44.6287803649902,46.959529876709,49.2552909851074,52.2998008728027,55.6314506530762,59.0723686218262,58.8451995849609,56.9629096984863,58.7329902648926,62.9456405639648,63.8793106079102,58.037540435791,58.1000709533691,58.2871894836426,57.8144989013672,56.0023498535156
Lower secondary school starting age (years),13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
Machinery and transport equipment (% of value added in manufacturing),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Male primary school age children out-of-school (%),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.0850067138671,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.0850067138671,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Male pupils below minimum reading proficiency at end of primary (%). Low GAML threshold,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,78.5034713745117,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,62.7257270812988,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
"Mammal species, threatened",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.0,-1.0,-1.0,-1.0
Manufactures exports (% of merchandise exports),28.1896692127197,30.7481816319307,30.218577671307,32.8131871909473,34.1183041749319,30.8539441397234,36.839993407112,39.6956507686924,40.3834091163345,41.8090294349715,56.73570344736,34.9158367503946,49.6402637003596,46.9250265754024,43.1023366665871,42.6316970984647,39.2392186680178,40.5323285541728,41.2593309612623,39.1550944397816,42.6077087831767,42.1604678117392,41.9724582241185,44.3520997903191,43.5425162829181,42.5320496652339,46.8445041723569
Manufactures imports (% of merchandise imports),72.9931246400486,68.4152848265309,72.9001711110004,76.8743173735074,74.9627861711126,68.6847080352062,67.8720076984902,71.5893726999384,71.3261988948811,70.7242321062353,71.3184211970711,68.2308177700807,67.9299047382212,65.2719798343147,64.4600906506107,65.9936988644496,64.0052443273367,64.3249761823971,65.0353111339233,64.4444790443585,69.0061288541289,68.8849444118732,67.3095723246344,65.6109121844449,64.9174591263244,67.6055866984612,66.3008811513589
"Manufacturing, value added (% of GDP)",14.1139240811054,13.9689152010628,13.7461754930424,13.5673608313792,13.3970309927113,13.1708960490266,19.9897984732832,18.8080086776655,18.7624063787962,19.1936872035754,19.0016441320644,19.0348018186148,18.5907809213086,18.7671339702696,18.9536925736932,18.9383695734809,18.9568997751997,19.4267259519628,14.4164226540723,14.0766487906713,14.326328695069,14.190600806824,14.1404419045845,13.9542763714142,13.8112907260869,14.1115040508495,13.9739444677894
"Manufacturing, value added (annual % growth)",3.23766182497765,1.89862708916337,2.71169474662844,3.62811806183278,2.53204147245152,1.85975604718918,1.10745270019112,1.1405026383021,2.50262430250766,4.89359718269422,2.60406564361691,3.75750450304848,3.04281999213565,2.00911071861731,-0.911601522670011,3.34753783059907,3.03156703076664,3.27575422089051,3.45410751882444,3.41978433708275,3.66813689877053,2.97109558790289,2.99129643229274,3.28491842000511,3.24756344415079,-0.633498448265996,8.12282948779128
"Manufacturing, value added (constant 2015 US$)",5289061311.60128,5389480862.4258,5535627131.84274,5736466219.64884,5881715923.38352,5991101490.94714,6057450106.17982,6126535484.45464,6279859650.39036,6587170685.31901,6758704934.02181,7012663576.26544,7226046305.54525,7371225576.40222,7304029371.80829,7548534518.18764,7777373401.94706,8032141039.43575,8309579827.00149,8593749536.40267,8908980034.13538,9173674346.85672,9448086140.3044,9758448062.26521,10075359854.2518,10011532605.9179,10824752328.6112
"Manufacturing, value added (constant LCU)",38207645100.0,38933065800.0,39988811700.0,41439653000.0,42488922200.0,43279112500.0,43758408200.0,44257474000.0,45365072300.0,47585056200.0,48824202300.0,50658773900.0,52200229200.0,53248989600.0,52763571000.0,54529851500.0,56182960500.0,58023376200.0,60027566000.0,62080379300.0,64357572600.0,66269697600.0,68252020700.0,70494043900.0,72783382700.0,72322301100.0,78196918300.0
"Manufacturing, value added (current LCU)",12018951000.0,13337318900.0,14828464400.0,16826584700.0,18124437300.0,19722497900.0,28913071600.0,30075594400.0,32146691300.0,35960698300.0,38851311500.0,43044260200.0,47885450100.0,54629100700.0,57431034400.0,62072883800.0,69183073600.0,75472685400.0,60027565000.0,62968556000.0,68196594000.0,71237058000.0,74450475000.0,76939426000.0,82035202500.0,84681646100.0,93006093800.0
"Manufacturing, value added (current US$)",2068452655.49169,2189604495.00919,2445448224.6813,2631456383.71075,2454123366.68788,2540524791.5185,3679166436.02742,3845148036.87178,4048242806.23103,4525352847.34303,5089284320.13649,5661758435.99407,6240525606.70084,7226044758.03529,7036776006.53307,7703480751.68679,8886237527.64463,9634476770.27371,7640191685.84111,8143644403.88695,8908980034.13538,9373374805.60694,10132157466.1956,10232442831.0856,10658493096.65,10966781206.0894,12025010097.7608
Marine protected areas (% of territorial waters),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.807866388,0.900143643771587,0.900143643771587,0.900141,0.805985,0.805985153
Market capitalization of listed domestic companies (% of GDP),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Market capitalization of listed domestic companies (current US$),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",-1.0,-1.0,-1.0,-1.0,-1.0,152.0,140.0,143.0,145.0,140.0,149.0,135.0,136.0,136.0,125.0,123.0,120.0,118.0,109.0,107.0,107.0,103.0,95.0,98.0,100.0,96.0,-1.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",91.0,-1.0,181.0,173.0,76.0,-1.0,67.0,67.0,69.0,71.0,86.0,72.0,-1.0,80.0,83.0,87.0,76.0,85.0,-1.0,68.0,71.0,71.0,112.0,107.0,-1.0,-1.0,-1.0
Medium and high-tech exports (% manufactured exports),27.3839465649411,29.5513905467305,28.346942124592,26.7927871015992,30.2052677261201,30.0916127290363,31.1665218790525,34.3930008973691,34.1849471024011,33.785751143223,19.4292269299931,29.0268063213545,20.4942455083926,21.6046305417752,21.1879009762398,20.3256992609752,18.9613674162814,21.3165525330557,20.8685032358512,19.4517729401016,21.2007709824685,21.1406882475512,20.8822330607687,21.5393110117056,23.2307892221848,24.9595155131341,24.8713669466334
Medium and high-tech manufacturing value added (% manufacturing value added),22.9265039504836,22.9265039366617,22.4333149403374,22.4026445656877,22.4026445656877,22.4026445656877,22.4026445656877,22.4026445656877,22.4026445656877,22.4026445656877,22.4026445656877,22.4026445656877,22.4026445656877,22.4026445656877,22.4026445656877,22.4026445656877,22.4026445656877,22.4026445656877,22.4026445656877,22.4026445656877,22.4026445656877,22.4026445656877,22.4026445656877,22.4026445656877,22.4026445656877,22.4026445656877,22.4026445656877
Merchandise exports (current US$),1991000000.0,2056000000.0,2391000000.0,2563000000.0,2494000000.0,2711000000.0,2466000000.0,4162000000.0,4459000000.0,5036000000.0,5381000000.0,6025000000.0,6898000000.0,7737000000.0,7214000000.0,8463000000.0,10401000000.0,9979000000.0,10025000000.0,10803000000.0,10677000000.0,10447000000.0,10990000000.0,10769000000.0,11175000000.0,11521000000.0,13753000000.0
Merchandise exports by the reporting economy (current US$),1935518100.0,2030734100.0,3081328937.0,3851956349.0,3937056991.0,2694037719.0,2408663067.0,4161148246.0,4458618918.0,5031150291.0,5380843704.0,6011661190.0,6897612961.0,7651181215.0,7154461823.0,8426599676.0,10343249984.0,9934386189.0,9975912618.0,10790036892.0,10672087854.0,10449311648.0,10982044920.0,10772733907.0,11183928347.0,11545914321.0,-1.0
"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",4.96339455570062,4.07421631418904,2.11977121298968,3.02738277100048,3.00377600288741,0.826786345377075,0.848692840442013,0.937471190494075,0.719626336991198,1.55051194037169,1.53866764311428,1.1201014640015,1.18957814049491,0.213633706230287,0.251122997710914,0.795482348484119,0.67843082308316,0.730762813311847,0.897045708264643,0.676533312449772,0.69469721402464,0.93938053822701,0.761976486251706,1.08378245492664,0.732892749817972,0.809531384015196,-1.0
Merchandise exports to economies in the Arab World (% of total merchandise exports),1.57421416002258,1.41771391931617,2.45587379008971,1.19413865425142,1.38969971213081,2.97240374309696,3.25245564949745,2.11220763606508,1.55725159016606,1.14427913439567,1.19356555464076,0.985360071497975,1.49197278220552,2.02980548540047,2.82846991159352,2.77322903644723,2.47784801098741,2.50950492820629,3.00200112478571,3.35282643257898,2.37865264485106,1.97125239383041,2.88630222612493,2.92607061235565,4.5436896878574,6.88015064822687,-1.0
Merchandise exports to high-income economies (% of total merchandise exports),57.0121250739014,58.5187297539348,68.0057387544432,74.9506353987767,76.0608491711044,58.7752411123536,46.7448142675407,65.9227190868989,65.1094666395528,64.2797515070297,61.8944832670799,59.9972417607254,56.6877311195658,55.3200997344304,58.4668156108211,56.6090782808418,60.0481346734121,57.7618051465907,56.580244115366,56.3053747712803,54.2079917270516,54.2719600968686,54.3922153252311,56.3354739789546,53.4979370518315,53.3090663058628,-1.0
Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),1.76696875115764,0.039064690941074,0.0302147676241422,0.0189111713005032,0.216017696265042,0.175015144247875,0.277669305085916,0.368886569103984,0.521304924853863,0.622605014523904,1.40370172699593,1.24539445310956,1.46672325008698,0.825967941735647,1.4982763435175,1.21137109777185,0.790909850642164,0.452403340729439,1.84968548809316,0.697210656024511,2.57611642408805,1.4276768176261,1.83467834513283,0.619914133000222,2.10487847110668,2.61809235367528,-1.0
Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),3.09994517746954e-05,0.201803869841945,0.319930022337956,2.14700360875107,0.628583645607034,1.54723654038045,1.30616728553841,0.545388812374458,1.14088014552313,0.241710092058945,0.0474497707135037,0.166812477999945,0.291744464552887,0.0714333492622681,0.102311119705307,0.465860436111692,0.403215701684814,0.245486661541339,0.533222413195761,1.91444477963885,1.78964319459209,1.05972339356147,0.672757219062622,0.559125478453164,0.395769702976263,1.36909728935447,-1.0
